Us,Ir,Temp
616;317;2290
617;317;2289
619;317;2293
620;317;2290
620;317;2293
620;317;2290
621;317;2293
619;317;2293
617;317;2293
616;317;2293
615;317;2293
615;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
617;317;2293
620;317;2293
619;317;2293
619;317;2293
616;317;2293
617;317;2293
616;317;2293
616;317;2293
615;317;2293
615;317;2293
616;317;2293
617;317;2293
618;317;2293
617;317;2293
616;317;2293
618;317;2293
617;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
615;317;2293
615;317;2293
616;317;2293
616;317;2293
616;317;2293
616;317;2293
615;317;2293
616;317;2293
617;317;2293
617;317;2293
617;317;2293
616;317;2293
618;317;2293
617;317;2293
616;317;2293
616;317;2293
615;317;2293
