Us,Ir,Temp
229;117;2287
229;117;2287
228;117;2287
228;117;2287
229;117;2287
229;117;2287
228;117;2287
228;117;2287
229;117;2287
228;117;2284
229;117;2286
229;117;2281
229;117;2281
229;117;2287
228;117;2287
228;117;2283
229;117;2282
229;117;2287
229;117;2287
228;117;2287
228;117;2284
228;117;2286
228;117;2287
229;117;2287
228;117;2286
228;117;2281
228;117;2283
229;117;2281
228;117;2281
229;117;2281
228;117;2281
228;117;2281
228;117;2281
228;117;2281
228;117;2281
229;117;2281
228;117;2281
229;117;2281
228;117;2281
228;117;2281
228;117;2281
228;117;2281
229;117;2281
228;117;2281
228;117;2281
229;117;2281
229;117;2281
230;117;2281
230;117;2281
230;117;2279
229;117;2277
229;117;2277
229;117;2275
228;117;2275
228;117;2275
228;117;2275
228;117;2275
228;117;2275
228;117;2275
