Us,Ir,Temp
422;217;2342
422;217;2340
422;217;2340
421;217;2343
422;217;2343
422;217;2340
422;217;2343
422;217;2343
422;217;2343
421;217;2343
421;217;2340
422;217;2342
423;217;2340
422;217;2342
422;217;2337
422;217;2339
422;217;2340
422;217;2338
422;217;2338
421;217;2337
421;217;2337
423;217;2337
423;217;2337
422;217;2337
422;217;2337
423;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2340
422;217;2342
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2340
422;217;2337
422;217;2337
422;217;2337
423;217;2337
424;217;2340
426;217;2337
426;217;2337
422;217;2337
423;217;2337
423;217;2337
423;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
421;217;2337
423;217;2337
423;217;2337
421;217;2337
421;217;2340
422;217;2337
422;217;2337
