Us,Ir,Temp
616;317;2306
616;317;2306
618;317;2306
617;317;2306
619;317;2306
619;317;2306
619;317;2306
616;317;2306
616;317;2306
617;317;2306
617;317;2306
618;317;2306
616;317;2306
617;317;2308
616;317;2306
617;317;2306
616;317;2306
617;317;2306
617;317;2306
615;317;2306
616;317;2306
619;317;2306
619;317;2309
617;317;2306
616;317;2306
616;317;2306
616;317;2308
616;317;2309
616;317;2306
616;317;2309
616;317;2306
616;317;2306
616;317;2306
617;317;2308
619;317;2306
618;317;2306
616;317;2308
618;317;2306
617;317;2310
618;317;2309
620;317;2309
619;317;2309
621;317;2312
620;317;2309
618;317;2312
618;317;2312
616;317;2312
617;317;2312
619;317;2312
618;317;2312
616;317;2312
616;317;2312
618;317;2312
620;317;2312
620;317;2312
619;317;2312
618;317;2312
618;317;2312
616;317;2312
