Us,Ir,Temp
418;217;2337
418;217;2337
419;217;2337
419;217;2337
419;217;2337
419;217;2337
420;217;2337
420;217;2337
418;217;2337
415;217;2337
416;217;2337
417;217;2337
418;217;2337
419;217;2334
416;217;2337
419;217;2337
420;217;2337
420;217;2337
419;217;2337
420;217;2337
420;217;2337
420;217;2337
419;217;2337
418;217;2337
417;217;2337
419;217;2337
419;217;2337
419;217;2337
419;217;2337
416;217;2337
419;217;2337
419;217;2337
416;217;2337
416;217;2337
418;217;2337
419;217;2337
420;217;2337
420;217;2337
419;217;2337
420;217;2337
419;217;2337
419;217;2337
420;217;2337
420;217;2337
420;217;2337
420;217;2337
419;217;2337
420;217;2337
420;217;2337
420;217;2337
419;217;2337
419;217;2337
419;217;2337
420;217;2337
420;217;2337
420;217;2337
418;217;2337
420;217;2337
420;217;2337
