Us,Ir,Temp
422;217;2337
422;217;2337
422;217;2337
423;217;2337
421;217;2337
421;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
424;217;2337
422;217;2337
422;217;2337
424;217;2337
422;217;2337
422;217;2337
424;217;2337
424;217;2337
424;217;2337
426;217;2337
426;217;2337
426;217;2337
426;217;2337
426;217;2337
428;217;2337
428;217;2337
424;217;2339
423;217;2337
424;217;2337
427;217;2337
426;217;2339
424;217;2337
425;217;2339
427;217;2337
426;217;2337
427;217;2337
425;217;2337
422;217;2337
422;217;2337
422;217;2337
422;217;2337
424;217;2340
424;217;2342
424;217;2340
424;217;2343
428;217;2340
427;217;2340
423;217;2340
