Us,Ir,Temp
235;117;2256
233;117;2256
234;117;2256
234;117;2256
234;117;2256
233;117;2256
233;117;2256
233;117;2253
232;117;2256
234;117;2256
233;117;2256
233;117;2256
232;117;2256
230;117;2256
229;117;2256
229;117;2256
229;117;2256
229;117;2256
228;117;2256
228;117;2256
228;117;2256
229;117;2256
228;117;2256
229;117;2256
228;117;2256
229;117;2256
231;117;2256
231;117;2256
234;117;2256
234;117;2256
233;117;2256
234;117;2256
234;117;2253
232;117;2253
233;117;2252
233;117;2250
233;117;2250
233;117;2251
233;117;2250
233;117;2250
232;117;2250
231;117;2250
231;117;2250
231;117;2250
231;117;2250
231;117;2250
235;117;2250
235;117;2250
235;117;2250
234;117;2250
233;117;2250
233;117;2250
233;117;2250
233;117;2250
232;117;2250
234;117;2250
233;117;2252
233;117;2250
232;117;2250
